sample_id	density	production	prod_level
M_D_TasdA1_P_asdD_pyc_DdapA_I_6_M1	0.0	0.0	None
M_D_Tasd_P_asdD_000_DrhtA_I_5p5_M1	0.07	0.0	None
M_D_TasdA1_P_asdD_000_Dtdh_I_12_M1	1.13	0.053	Low
M_D_Tasd_P_asdD_rhtA_DtdhDptsG_0_24_M1	0.26	0.0	None
M_D_TasdA1_P_asdD_pyc_DrhtA_I_24_M1	0.99	0.0	None
7_D_TasdA_P_asdD_rhtA_DtdhDlysC_0_6_M1	0.25	0.026055893	Low
M_D_Tasd_P_asdD_pyc_DtdhDmetL_I_6_M1	0.16	0.0	None
7_D_TasdA1_P_asdD_pyc_DrhtA_I_12_M1	0.02	0.0	None
7_D_TasdA_P_asdD_pntAB_DlysC_I_12_M1	1.79	0.745240011	Low
7_D_Tasd_P_asdD_rhtA_Dtdh_0_24_M1	0.09	0.0	None
M_D_TasdA1_P_asdD_rhtA_DtdhDlysA_0_24_M1	0.01	0.0	None
7_D_TasdA_P_asdD_pntAB_DtdhDlysC_I_6_M1	0.6	0.173205674	Low
7_D_TasdA_P_asdD_aceBA_DmetL_0_12_M1	0.14	0.0	None
7_D_TasdA1_P_asdD_000_DlysA_I_6_M1	0.17	0.0	None
7_D_TasdA_P_asdD_pntAB_Dtdh_0_6_M1	0.86	0.213090637	Low
M_D_TasdA_P_asdD_rhtA_DdapA_I_12_M1	0.01	0.0	None
M_D_Tasd_P_asdD_rhtA_DtdhDlysA_I_5p5_M1	0.1	0.0	None
M_D_TasdA_P_asdD_pntAB_DtdhDlysC_I_6_M1	0.49	0.116478803	Low
M_D_Tasd_P_asdD_000_DtdhDdapA_I_5p5_M1	0.2	0.0	None
M_D_TasdA_P_asdD_rhtA_DdapA_0_5p5_M1	0.01	0.0	None
M_D_TasdA_P_asdD_zwf_DlysC_0_6_M1	0.49	0.157520989	Low
7_D_Tasd_P_asdD_000_DmetL_I_5p5_M1	0.13	0.0	None
M_D_Tasd_P_asdD_rhtA_DdhaM_I_24_M1	0.07	0.003800262	Low
7_D_TasdA_P_asdD_aceBA_DdapA_0_12_M1	0.01	0.0	None
M_D_TasdA_P_asdD_zwf_Dtdh_I_6_M1	0.53	0.016287583	Low
M_D_TasdA1_P_asdD_000_DptsG_0_12_M1	0.69	0.0	None
M_D_TasdA_P_asdD_pntAB_DtdhDptsG_0_24_M1	1.19	0.147616651	Low
M_D_Tasd_P_asdD_rhtA_DptsG_0_5p5_M1	0.23	0.0	None
M_D_TasdA_P_asdD_aspC_DrhtA_I_5p5_M1	0.39	0.009	Low
M_D_Tasd_P_asdD_000_DtdhDlysA_I_6_M1	0.11	0.0	None
M_D_TasdA_P_asdD_aceBA_DrhtA_0_5p5_M1	0.05	0.032	Low
M_D_TasdA1_P_asdD_000_DtdhDlysC_0_4p5_M1	0.33	0.0	None
7_D_TasdA_P_asdD_rhtA_DmetL_0_24_M1	0.42	0.001	Low
M_D_Tasd_P_asdD_pyc_DdhaM_0_12_M1	0.03	0.0	None
7_D_TasdA_P_asdD_aceBA_D000_0_4p5_M1	0.33	0.036484232	Low
7_D_TasdA_P_asdD_000_DtdhDdapA_0_24_M1	0.0	0.0	None
7_D_TasdA_P_asdD_zwf_DlysC_0_24_M1	6.7	0.808216268	High
M_D_TasdA_P_asdD_pntAB_DptsG_0_12_M1	0.7	0.126441858	Low
M_D_Tasd_P_asdD_pyc_DrhtA_0_4p5_M1	0.18	0.0	None
M_D_Tasd_P_asdD_000_Dtdh_I_24_M1	1.06	0.0	None
7_D_TasdA1_P_asdD_rhtA_DlysA_0_4p5_M1	0.07	8.01597E-4	Low
7_D_TasdA_P_asdD_000_DptsG_I_5p5_M1	0.24	0.0	None
7_D_Tasd_P_asdD_000_DlysA_I_24_M1	0.25	0.0	None
7_D_TasdA1_P_asdD_pyc_DdhaM_0_6_M1	0.26	0.035886301	Low
M_D_TasdA1_P_asdD_rhtA_DptsG_I_6_M1	0.28	0.0	None
7_D_Tasd_P_asdD_000_DmetL_I_24_M1	1.26	0.0	None
7_D_TasdA_P_asdD_pyc_DrhtA_I_24_M1	0.76	0.217967632	Low
M_D_TasdA1_P_asdD_000_DlysA_0_6_M1	0.46	0.0	None
M_D_Tasd_P_asdD_pyc_DtdhDlysC_0_6_M1	0.0	0.0	None
7_D_TasdA_P_asdD_aspC_DdhaM_0_4p5_M1	0.72	0.027300195	Low
M_D_TasdA_P_asdD_000_DptsG_0_5p5_M1	0.93	0.0	None
M_D_TasdA_P_asdD_zwf_DlysA_0_5p5_M1	0.0	0.0	None
7_D_TasdA_P_asdD_aceBA_DrhtA_0_24_M1	6.19	0.340092756	Low
7_D_TasdA1_P_asdD_000_Dtdh_0_6_M1	0.43	0.0	None
M_D_TasdA_P_asdD_pntAB_DdapA_0_5p5_M1	0.0	0.0	None
M_D_TasdA_P_asdD_rhtA_DtdhDptsG_0_24_M1	0.96	0.102228903	Low
M_D_Tasd_P_asdD_pyc_DrhtA_I_5p5_M1	0.12	0.0	None
M_D_Tasd_P_asdD_pyc_DtdhDlysC_I_5p5_M1	0.1	0.0	None
7_D_TasdA_P_asdD_rhtA_DlysA_I_6_M1	0.19	0.021661758	Low
M_D_Tasd_P_asdD_000_DptsG_0_12_M1	0.17	0.0	None
7_D_TasdA_P_asdD_pyc_DlysA_0_6_M1	0.0	0.0	None
M_D_TasdA_P_asdD_rhtA_DtdhDlysC_0_6_M1	0.22	0.05418466	Low
M_D_TasdA_P_asdD_000_DdapA_0_4p5_M1	0.43	0.0	None
7_D_Tasd_P_asdD_pyc_DtdhDlysC_0_4p5_M1	0.16	0.0	None
M_D_TasdA_P_asdD_rhtA_DtdhDlysC_I_12_M1	0.28	0.102567789	Low
M_D_TasdA1_P_asdD_pyc_DdhaM_I_24_M1	0.23	0.0	None
M_D_Tasd_P_asdD_rhtA_Dtdh_0_5p5_M1	0.23	0.0	None
M_D_TasdA_P_asdD_zwf_DlysA_I_12_M1	0.27	0.020215023	Low
7_D_TasdA_P_asdD_rhtA_DdhaM_0_4p5_M1	0.01	0.0	None
7_D_TasdA1_P_asdD_rhtA_DmetL_0_12_M1	0.43	0.0	None
7_D_TasdA_P_asdD_pntAB_DlysC_I_6_M1	0.88	0.199445781	Low
7_D_TasdA1_P_asdD_000_DdapA_0_12_M1	1.42	0.0	None
M_D_Tasd_P_asdD_pyc_DlysC_0_4p5_M1	0.15	0.0	None
M_D_TasdA_P_asdD_000_DtdhDptsG_I_24_M1	0.74	0.125437633	Low
7_D_Tasd_P_asdD_rhtA_DtdhDlysC_I_12_M1	0.11	0.0	None
7_D_TasdA_P_asdD_pyc_DtdhDlysC_I_24_M1	1.54	0.099922887	Low
7_D_TasdA1_P_asdD_pyc_DdapA_0_12_M1	0.13	0.0	None
M_D_TasdA1_P_asdD_pyc_DtdhDlysC_I_12_M1	1.06	0.145	Low
M_D_TasdA1_P_asdD_pyc_DlysA_I_5p5_M1	0.64	0.0	None
7_D_TasdA_P_asdD_000_D000_0_6_M1	1.14	0.276459935	Low
M_D_TasdA_P_asdD_000_DrhtA_I_24_M1	0.61	0.0	None
M_D_TasdA_P_asdD_pyc_DlysA_0_4p5_M1	0.5	0.033309693	Low
7_D_Tasd_P_asdD_000_DdapA_0_12_M1	0.17	0.0	None
M_D_TasdA_P_asdD_aceBA_DlysA_0_6_M1	0.46	0.021116076	Low
7_D_TasdA1_P_asdD_000_DptsG_I_5p5_M1	0.17	0.0	None
M_D_TasdA_P_asdD_000_DtdhDptsG_0_12_M1	0.57	0.055801501	Low
7_D_Tasd_P_asdD_pyc_DtdhDdapA_I_24_M1	0.7	0.0	None
7_D_TasdA_P_asdD_aceBA_DlysC_I_12_M1	1.03	0.20889222	Low
M_D_Tasd_P_asdD_000_DdhaM_0_5p5_M1	0.35	0.0	None
7_D_TasdA_P_asdD_aspC_Dtdh_I_24_M1	1.93	1.316224743	High
M_D_TasdA_P_asdD_rhtA_DlysC_0_6_M1	0.21	0.054178362	Low
7_D_TasdA_P_asdD_pyc_DdapA_I_24_M1	1.72	0.0	None
7_D_Tasd_P_asdD_000_DmetL_0_4p5_M1	0.15	0.0	None
7_D_Tasd_P_asdD_rhtA_DptsG_I_24_M1	0.42	2.84953E-4	Low
M_D_TasdA_P_asdD_pyc_DmetL_0_6_M1	0.24	0.0	None
M_D_TasdA1_P_asdD_rhtA_DptsG_I_5p5_M1	0.61	0.0	None
M_D_TasdA_P_asdD_pyc_DptsG_0_4p5_M1	0.45	0.027124127	Low
M_D_Tasd_P_asdD_000_DtdhDptsG_0_6_M1	0.22	0.0	None
7_D_TasdA1_P_asdD_pyc_DdapA_0_24_M1	0.03	0.0	None
7_D_TasdA_P_asdD_pyc_DrhtA_I_6_M1	0.23	0.081628566	Low
7_D_Tasd_P_asdD_rhtA_DptsG_0_4p5_M1	0.14	0.0	None
7_D_TasdA_P_asdD_000_DrhtA_0_12_M1	3.09	0.0	None
7_D_TasdA_P_asdD_aspC_D000_0_4p5_M1	0.49	0.027	Low
M_D_TasdA1_P_asdD_000_DtdhDptsG_0_4p5_M1	0.23	0.0	None
M_D_Tasd_P_asdD_000_DlysA_I_24_M1	2.86	0.0	None
7_D_TasdA1_P_asdD_pyc_DlysA_0_12_M1	1.54	0.056	Low
7_D_Tasd_P_asdD_rhtA_DtdhDrhtA_0_5p5_M1	0.19	0.0	None
M_D_Tasd_P_asdD_pyc_DtdhDlysC_0_4p5_M1	0.1	0.0	None
M_D_Tasd_P_asdD_rhtA_DtdhDlysA_I_6_M1	0.13	0.006721696	Low
7_D_TasdA1_P_asdD_pyc_DptsG_0_6_M1	0.26	0.0	None
M_D_TasdA_P_asdD_zwf_DrhtA_I_6_M1	0.18	0.0	None
7_D_TasdA1_P_asdD_pyc_DmetL_I_12_M1	1.15	0.111	Low
M_D_Tasd_P_asdD_000_D000_0_24_M1	2.42	0.0	None
7_D_TasdA_P_asdD_000_DtdhDrhtA_0_4p5_M1	0.2	0.0	None
7_D_TasdA_P_asdD_pyc_D000_0_12_M1	2.74	0.440851055	Low
M_D_TasdA1_P_asdD_000_DtdhDdapA_0_24_M1	0.22	0.0	None
M_D_TasdA1_P_asdD_pyc_DlysC_I_5p5_M1	0.06	0.0	None
7_D_Tasd_P_asdD_rhtA_DtdhDdapA_0_5p5_M1	0.18	0.009	Low
7_D_Tasd_P_asdD_000_D000_0_4p5_M1	0.42	0.0	None
M_D_TasdA_P_asdD_zwf_Dtdh_I_12_M1	0.36	0.0	None
M_D_TasdA_P_asdD_zwf_DlysC_0_4p5_M1	0.27	0.079596248	Low
M_D_Tasd_P_asdD_000_DtdhDdapA_I_24_M1	1.27	0.0	None
M_D_Tasd_P_asdD_000_DtdhDlysC_0_12_M1	0.25	0.0	None
M_D_TasdA_P_asdD_rhtA_DtdhDlysC_0_12_M1	0.47	0.066561918	Low
7_D_TasdA_P_asdD_000_DlysC_0_12_M1	2.65	0.0	None
M_D_Tasd_P_asdD_rhtA_DlysC_I_5p5_M1	0.22	0.0	None
M_D_TasdA_P_asdD_000_Dtdh_I_12_M1	1.78	0.38	Low
M_D_TasdA_P_asdD_000_DdhaM_0_5p5_M1	0.75	0.0	None
M_D_Tasd_P_asdD_rhtA_DdapA_0_4p5_M1	0.02	0.001	Low
7_D_Tasd_P_asdD_pyc_DmetL_0_24_M1	1.09	0.0	None
M_D_TasdA_P_asdD_aceBA_DtdhDlysA_I_24_M1	0.69	0.021886531	Low
M_D_TasdA_P_asdD_zwf_DlysA_0_12_M1	0.96	0.0	None
M_D_Tasd_P_asdD_rhtA_DtdhDptsG_I_12_M1	0.24	0.0015	Low
M_D_Tasd_P_asdD_pyc_DptsG_I_5p5_M1	0.3	0.0	None
7_D_TasdA_P_asdD_pntAB_DdhaM_I_12_M1	1.81	0.70115663	Low
7_D_TasdA1_P_asdD_pyc_DtdhDrhtA_0_5p5_M1	0.57	0.0	None
7_D_TasdA1_P_asdD_000_DdhaM_0_24_M1	3.56	0.187	Low
M_D_TasdA_P_asdD_pntAB_D000_0_24_M1	1.34	0.0	None
7_D_TasdA_P_asdD_aspC_DrhtA_0_12_M1	3.8	0.106031	Low
M_D_TasdA_P_asdD_aspC_D000_0_5p5_M1	0.37	0.0	None
M_D_TasdA_P_asdD_aspC_DtdhDlysC_0_24_M1	0.89	0.40498123	Low
7_D_Tasd_P_asdD_pyc_DtdhDrhtA_0_12_M1	0.19	0.0	None
M_D_TasdA_P_asdD_000_DlysC_0_24_M1	3.53	0.842605715	High
7_D_TasdA_P_asdD_pntAB_DtdhDdapA_0_24_M1	1.34	0.176354487	Low
7_D_Tasd_P_asdD_pyc_Dtdh_I_6_M1	0.15	0.0	None
7_D_TasdA1_P_asdD_pyc_DdapA_I_12_M1	0.21	0.0	None
7_D_TasdA_P_asdD_pntAB_D000_I_12_M1	1.31	0.0495	Low
M_D_TasdA_P_asdD_000_DtdhDdapA_I_6_M1	0.24	0.0	None
7_D_TasdA_P_asdD_pntAB_DmetL_0_24_M1	0.06	0.0	None
M_D_TasdA_P_asdD_aceBA_DptsG_I_12_M1	0.73	0.048582417	Low
7_D_TasdA_P_asdD_rhtA_DlysA_0_24_M1	0.68	0.0	None
M_D_Tasd_P_asdD_000_DtdhDptsG_0_12_M1	0.23	0.0	None
M_D_TasdA_P_asdD_rhtA_DlysC_0_12_M1	0.94	0.035877453	Low
M_D_TasdA_P_asdD_rhtA_DtdhDmetL_I_24_M1	1.45	0.0	None
7_D_TasdA1_P_asdD_000_DptsG_I_6_M1	0.22	0.0	None
M_D_TasdA_P_asdD_aceBA_DtdhDdapA_I_12_M1	0.64	0.04432187	Low
7_D_Tasd_P_asdD_rhtA_Dtdh_0_12_M1	0.09	0.0	None
M_D_TasdA_P_asdD_pyc_Dtdh_0_5p5_M1	0.67	0.0	None
M_D_TasdA_P_asdD_aceBA_DtdhDdapA_0_4p5_M1	0.47	0.020215023	Low
M_D_Tasd_P_asdD_rhtA_DtdhDlysA_0_5p5_M1	0.07	0.0	None
7_D_TasdA1_P_asdD_pyc_DrhtA_0_12_M1	0.0	0.0	None
M_D_TasdA_P_asdD_aspC_DtdhDdapA_0_12_M1	0.6	0.202184545	Low
M_D_TasdA1_P_asdD_000_DrhtA_0_12_M1	0.2	0.0	None
M_D_TasdA1_P_asdD_pyc_DlysA_0_5p5_M1	0.71	0.0	None
7_D_TasdA_P_asdD_pntAB_DdhaM_I_6_M1	0.88	0.148015171	Low
M_D_TasdA1_P_asdD_rhtA_DlysA_0_6_M1	0.23	0.0	None
7_D_Tasd_P_asdD_000_DptsG_I_5p5_M1	0.22	0.0	None
7_D_TasdA_P_asdD_aspC_D000_I_12_M1	1.34	0.027	Low
7_D_TasdA_P_asdD_zwf_DtdhDdapA_I_6_M1	0.16	0.0	None
M_D_Tasd_P_asdD_pyc_DptsG_I_6_M1	0.07	0.0	None
7_D_TasdA_P_asdD_zwf_DrhtA_I_12_M1	1.13	0.416713869	Low
7_D_TasdA1_P_asdD_rhtA_Dtdh_I_5p5_M1	0.85	0.0	None
7_D_TasdA1_P_asdD_pyc_Dtdh_I_6_M1	0.31	0.0	None
7_D_TasdA_P_asdD_aspC_DtdhDrhtA_I_6_M1	0.81	0.05460039	Low
7_D_TasdA1_P_asdD_rhtA_DdapA_I_5p5_M1	0.49	0.0	None
7_D_TasdA1_P_asdD_rhtA_DtdhDlysC_I_6_M1	0.21	0.0	None
M_D_TasdA1_P_asdD_pyc_DptsG_I_6_M1	0.23	0.001579603	Low
M_D_TasdA_P_asdD_pyc_DrhtA_I_24_M1	0.75	0.0	None
7_D_TasdA1_P_asdD_pyc_DptsG_0_5p5_M1	0.05	0.0	None
7_D_TasdA_P_asdD_000_DdhaM_I_24_M1	1.37	0.707	Low
7_D_TasdA1_P_asdD_pyc_DlysA_0_4p5_M1	0.41	0.0	None
7_D_TasdA_P_asdD_pntAB_DtdhDlysC_0_12_M1	2.84	0.469194083	Low
M_D_Tasd_P_asdD_000_DtdhDdapA_I_6_M1	0.12	0.0	None
7_D_TasdA_P_asdD_aceBA_DrhtA_I_6_M1	0.51	0.06929485	Low
7_D_Tasd_P_asdD_pyc_DmetL_0_5p5_M1	0.31	0.0	None
7_D_TasdA_P_asdD_aceBA_DtdhDlysC_0_4p5_M1	0.42	0.040955534	Low
M_D_TasdA_P_asdD_pyc_DmetL_I_5p5_M1	0.23	0.0	None
7_D_TasdA1_P_asdD_rhtA_DdhaM_0_12_M1	0.56	0.001	Low
M_D_TasdA1_P_asdD_rhtA_DptsG_0_5p5_M1	0.7	0.0	None
7_D_TasdA_P_asdD_rhtA_DtdhDdapA_0_24_M1	2.57	0.072	Low
7_D_TasdA1_P_asdD_pyc_DptsG_I_5p5_M1	0.03	0.0	None
7_D_TasdA_P_asdD_aceBA_DtdhDlysC_0_24_M1	3.01	0.291810959	Low
7_D_TasdA_P_asdD_pyc_DrhtA_I_5p5_M1	0.53	0.0	None
M_D_TasdA_P_asdD_aspC_D000_I_24_M1	0.62	0.347	Low
M_D_TasdA1_P_asdD_000_DdhaM_I_12_M1	0.13	0.0	None
7_D_TasdA_P_asdD_000_D000_I_24_M1	2.24	2.124002775	High
M_D_TasdA_P_asdD_pntAB_DlysA_0_6_M1	0.54	0.144242635	Low
7_D_Tasd_P_asdD_000_D000_I_6_M1	0.39	0.0	None
M_D_Tasd_P_asdD_000_DlysC_I_5p5_M1	0.42	0.0	None
M_D_TasdA_P_asdD_pntAB_DtdhDlysC_0_12_M1	0.34	0.13154542	Low
7_D_TasdA_P_asdD_000_DtdhDrhtA_0_12_M1	0.14	0.0	None
7_D_TasdA1_P_asdD_pyc_DrhtA_I_24_M1	2.37	0.0	None
M_D_TasdA1_P_asdD_rhtA_DdapA_0_4p5_M1	0.27	0.00575	Low
7_D_Tasd_P_asdD_rhtA_DptsG_0_5p5_M1	0.19	0.0	None
M_D_TasdA1_P_asdD_rhtA_DdhaM_0_4p5_M1	0.07	0.0	None
M_D_TasdA_P_asdD_aceBA_Dtdh_I_12_M1	0.36	0.054514471	Low
7_D_Tasd_P_asdD_pyc_DtdhDlysC_0_24_M1	0.36	0.0	None
7_D_TasdA1_P_asdD_pyc_DdapA_0_5p5_M1	0.18	0.0	None
7_D_Tasd_P_asdD_rhtA_DdhaM_I_12_M1	0.1	0.0015	Low
7_D_TasdA1_P_asdD_000_DtdhDlysC_0_6_M1	0.29	0.0	None
7_D_Tasd_P_asdD_pyc_DmetL_I_12_M1	0.83	0.0	None
M_D_TasdA_P_asdD_aspC_DlysC_I_6_M1	0.48	0.191320436	Low
7_D_TasdA_P_asdD_aspC_DtdhDdapA_I_24_M1	0.2	0.0	None
7_D_TasdA_P_asdD_000_DptsG_0_5p5_M1	0.22	0.0	None
M_D_TasdA_P_asdD_aceBA_DtdhDlysC_0_24_M1	1.46	0.145873912	Low
7_D_TasdA1_P_asdD_000_DdapA_I_12_M1	1.28	0.0	None
7_D_Tasd_P_asdD_000_DrhtA_I_24_M1	1.16	0.0	None
M_D_TasdA_P_asdD_pyc_Dtdh_0_12_M1	1.16	0.04510262	Low
7_D_TasdA_P_asdD_zwf_DmetL_0_4p5_M1	0.07	0.0	None
M_D_TasdA1_P_asdD_000_DtdhDdapA_0_12_M1	0.2	0.0	None
M_D_TasdA_P_asdD_pntAB_DlysC_I_12_M1	0.44	0.130063228	Low
M_D_Tasd_P_asdD_pyc_DptsG_0_12_M1	0.22	0.0	None
7_D_Tasd_P_asdD_pyc_DmetL_0_6_M1	0.24	0.0	None
7_D_TasdA_P_asdD_zwf_DdhaM_0_4p5_M1	0.54	0.074542871	Low
M_D_TasdA_P_asdD_000_DtdhDdapA_0_6_M1	0.3	0.0	None
M_D_TasdA1_P_asdD_000_DtdhDmetL_I_12_M1	0.04	0.0	None
M_D_TasdA_P_asdD_zwf_DdapA_0_12_M1	0.27	0.040132555	Low
M_D_TasdA1_P_asdD_000_DrhtA_0_5p5_M1	0.08	0.0	None
M_D_Tasd_P_asdD_rhtA_DrhtA_0_24_M1	0.24	0.0	None
M_D_TasdA_P_asdD_pyc_DdhaM_0_4p5_M1	0.38	0.004	Low
7_D_TasdA_P_asdD_rhtA_DmetL_I_6_M1	0.6	0.0	None
M_D_TasdA1_P_asdD_000_Dtdh_0_12_M1	1.41	0.0	None
M_D_TasdA_P_asdD_aspC_DrhtA_0_12_M1	0.66	5.0E-4	Low
7_D_TasdA1_P_asdD_pyc_DlysA_I_6_M1	0.01	0.0	None
M_D_TasdA_P_asdD_pntAB_DptsG_I_12_M1	0.3	0.136098843	Low
M_D_TasdA1_P_asdD_000_DtdhDptsG_0_5p5_M1	0.24	0.0	None
7_D_TasdA_P_asdD_aspC_DtdhDlysC_0_6_M1	0.64	0.125973481	Low
M_D_TasdA_P_asdD_rhtA_DmetL_I_5p5_M1	0.1	0.0	None
7_D_Tasd_P_asdD_rhtA_DrhtA_0_12_M1	0.8	5.0E-4	Low
M_D_Tasd_P_asdD_000_DrhtA_I_24_M1	0.41	0.0	None
7_D_TasdA_P_asdD_aspC_DlysC_0_6_M1	0.95	0.090286935	Low
M_D_Tasd_P_asdD_000_DdapA_I_24_M1	1.57	0.0	None
M_D_TasdA_P_asdD_000_DtdhDdapA_I_12_M1	1.34	0.010547806	Low
7_D_TasdA_P_asdD_aceBA_DmetL_0_6_M1	0.12	0.0	None
7_D_Tasd_P_asdD_rhtA_DtdhDdapA_I_12_M1	0.12	0.012	Low
7_D_TasdA_P_asdD_pntAB_DtdhDdapA_I_12_M1	0.2	0.0	None
7_D_Tasd_P_asdD_pyc_DtdhDdapA_I_12_M1	0.12	0.007297386	Low
7_D_TasdA1_P_asdD_rhtA_DtdhDdapA_I_5p5_M1	0.36	0.0	None
7_D_TasdA_P_asdD_zwf_DlysC_I_24_M1	2.4	1.499905493	High
7_D_TasdA_P_asdD_pyc_DlysC_I_12_M1	0.42	0.035566347	Low
M_D_TasdA1_P_asdD_pyc_DmetL_0_4p5_M1	0.12	0.0	None
7_D_TasdA1_P_asdD_pyc_DtdhDrhtA_0_12_M1	0.5	0.0	None
M_D_TasdA_P_asdD_zwf_D000_0_24_M1	2.35	0.014	Low
7_D_TasdA_P_asdD_000_DtdhDrhtA_0_5p5_M1	0.18	0.0	None
M_D_Tasd_P_asdD_000_DtdhDmetL_0_12_M1	0.1	0.0	None
7_0_0_A_asdO_000_D000_I_6_M1	1.71	0.052827056	Low
M_D_Tasd_P_asdD_rhtA_DtdhDptsG_I_24_M1	0.45	0.0	None
M_D_TasdA_P_asdD_zwf_DtdhDdapA_I_5p5_M1	0.0	0.0	None
M_D_TasdA_P_asdD_rhtA_DmetL_0_24_M1	0.29	0.00731557	Low
M_D_Tasd_P_asdD_rhtA_DlysC_0_5p5_M1	0.25	0.0	None
7_D_Tasd_P_asdD_000_DlysA_0_4p5_M1	0.14	0.0	None
7_D_TasdA_P_asdD_aspC_D000_I_24_M1	3.65	0.002	Low
M_D_TasdA1_P_asdD_000_DtdhDlysC_I_12_M1	0.44	0.0	None
M_D_TasdA1_P_asdD_rhtA_DrhtA_0_4p5_M1	0.25	0.0	None
M_D_TasdA_P_asdD_zwf_DtdhDdapA_0_4p5_M1	0.22	2.5E-4	Low
M_D_TasdA_P_asdD_000_DdhaM_0_4p5_M1	0.53	0.0	None
M_D_TasdA_P_asdD_pyc_DtdhDptsG_0_24_M1	1.06	0.0	None
7_D_TasdA_P_asdD_aspC_DtdhDrhtA_I_12_M1	1.94	0.622436309	Low
M_D_TasdA1_P_asdD_rhtA_Dtdh_I_6_M1	0.21	0.0	None
M_D_TasdA1_P_asdD_pyc_DdapA_0_12_M1	0.29	0.0	None
M_D_TasdA_P_asdD_aceBA_D000_0_4p5_M1	0.42	0.034901688	Low
M_D_TasdA_P_asdD_pntAB_DtdhDlysA_0_5p5_M1	0.0	0.0	None
M_D_TasdA_P_asdD_pyc_DmetL_0_4p5_M1	0.21	0.0	None
M_D_TasdA_P_asdD_pntAB_DlysA_I_24_M1	0.4	0.127648981	Low
7_D_Tasd_P_asdD_pyc_DtdhDdapA_0_12_M1	0.14	0.0	None
M_D_TasdA_P_asdD_zwf_D000_I_24_M1	0.0	0.0	None
7_D_TasdA1_P_asdD_rhtA_DdhaM_0_24_M1	1.44	0.012320725	Low
M_D_TasdA1_P_asdD_000_DrhtA_0_24_M1	0.31	0.0	None
7_D_TasdA_P_asdD_pntAB_DtdhDrhtA_0_12_M1	0.48	0.0	None
7_D_TasdA_P_asdD_000_Dtdh_0_24_M1	3.32	0.25126113	Low
7_D_TasdA_P_asdD_pntAB_DtdhDrhtA_0_4p5_M1	0.32	0.0	None
7_D_Tasd_P_asdD_000_DrhtA_0_24_M1	0.4	0.0	None
M_D_TasdA_P_asdD_aspC_DtdhDlysC_I_24_M1	0.82	0.717626119	Low
7_D_TasdA1_P_asdD_pyc_DtdhDdapA_I_5p5_M1	0.29	0.0	None
7_D_TasdA_P_asdD_aceBA_DdapA_0_24_M1	0.0	0.0	None
7_D_TasdA_P_asdD_pyc_D000_I_6_M1	0.76	0.320843633	Low
7_D_Tasd_P_asdD_rhtA_DlysA_0_6_M1	0.12	0.0	None
7_D_TasdA_P_asdD_rhtA_DtdhDdapA_0_4p5_M1	0.39	0.007	Low
M_D_TasdA_P_asdD_aspC_DptsG_0_5p5_M1	0.39	0.0	None
7_D_TasdA1_P_asdD_rhtA_DdapA_I_24_M1	1.66	0.121514945	Low
7_D_TasdA_P_asdD_pyc_DdapA_I_5p5_M1	0.19	0.0	None
7_D_TasdA_P_asdD_aceBA_DtdhDlysC_0_6_M1	0.5	0.088187727	Low
7_D_TasdA_P_asdD_pntAB_D000_0_6_M1	0.88	0.0	None
7_D_TasdA_P_asdD_aspC_DtdhDrhtA_0_4p5_M1	0.64	0.077166882	Low
M_D_TasdA1_P_asdD_pyc_DrhtA_I_5p5_M1	0.18	0.0	None
M_D_TasdA_P_asdD_aspC_Dtdh_0_6_M1	0.51	0.075436617	Low
7_D_TasdA1_P_asdD_rhtA_DdhaM_0_4p5_M1	0.35	0.0	None
7_D_TasdA_P_asdD_zwf_Dtdh_I_6_M1	0.52	0.151163984	Low
M_D_TasdA1_P_asdD_pyc_DlysC_0_12_M1	0.09	0.0	None
M_D_TasdA_P_asdD_aceBA_DlysC_0_12_M1	0.68	0.130063228	Low
M_D_Tasd_P_asdD_pyc_DptsG_I_12_M1	0.24	0.0	None
7_D_TasdA_P_asdD_pntAB_DdhaM_I_24_M1	2.65	1.871465411	High
M_D_TasdA_P_asdD_pntAB_D000_I_6_M1	0.6	0.133684597	Low
M_D_TasdA1_P_asdD_000_DdhaM_I_24_M1	0.46	0.0	None
M_D_TasdA1_P_asdD_000_DtdhDmetL_I_24_M1	0.0	0.0	None
7_D_TasdA_P_asdD_pyc_Dtdh_0_12_M1	2.33	0.127532029	Low
M_D_Tasd_P_asdD_000_DlysC_0_12_M1	0.61	0.0	None
7_D_TasdA_P_asdD_pyc_DdapA_0_24_M1	0.24	0.0	None
M_D_TasdA_P_asdD_aceBA_DlysA_0_4p5_M1	0.47	0.036105843	Low
7_D_TasdA_P_asdD_000_DdapA_I_12_M1	0.61	0.0	None
M_D_TasdA_P_asdD_zwf_DrhtA_I_12_M1	0.14	0.0	None
7_D_TasdA1_P_asdD_rhtA_DdapA_0_12_M1	0.6	0.063472789	Low
7_D_TasdA_P_asdD_000_DdapA_I_5p5_M1	0.21	0.0	None
M_D_TasdA1_P_asdD_pyc_DptsG_0_12_M1	0.65	0.0	None
M_D_Tasd_P_asdD_rhtA_DtdhDlysA_0_12_M1	0.09	0.004679089	Low
M_D_TasdA_P_asdD_pntAB_D000_I_12_M1	0.0	0.0	None
7_D_TasdA1_P_asdD_pyc_DdapA_I_24_M1	1.79	0.0	None
